english_name,arabic_name,meaning,gender
Janna,جنة,"Garden, paradise.",female
Jannaat,جنات,"Jannaat is an Arabic name for girls that means gardens, Paradise. It is the plural of Jannah (garden).",female
Jannah,جناح,"Garden, paradise",female
Jannat,جنات,"Heaven, paradise.",female
Jariya,جارية,"This was the name of Ibn Jamil, he was on eof the Ashab-As-Suffa",female
Jariyah,جريح,Name of a Ashb-as-Suffa,female
Jaseena,جزين,Nice Heart,female
Jasia,جصية,God Is Gracious.,female
Jasimah,جسيمة,"Jasimah is an Arabic name for girls that means well-built, stout, strong.",female
Jasiyah,جصية,The 45th Surah of the Qiirayi,female
Jasmin,جاسمين,Flower,female
Jasmina,جاسمين,Flower,female
Jasmine,جاسمين,A Flower.,female
Jasrah,جزره,She was a narrator of Hadith,female
Jassia,جصية,One who sits,female
Jathbiyya,جاذبية,Variant transcription of JATHIBIYYA,female
Jathibiyya,جاذبية,"charm, attractiveness in Arabic.",female
Javairea,جفرا,Mysterious,female
Maan,مان,"Maan is an Arabic name for boys that means beneficial, helpful.",male
Maani,ماني,"One who prevernts, Neglect the forbidden of a matter, Stopping, Opposition.",male
Maany,ماني,"Maany is an Arabic name for boys that means meanings, being the plural of Ma`naa (meaning). It also means virtues, a persons good traits. The name can also be an attribution to the city of Ma`an in Jordan, in which case the meaning would one who comes from the city of Ma`an.",male
Maarib,مارب,"Ultimate Goal, Destiny and Conclusion",male
Maarif,معاريف,"Maarif is an Arabic name for boys that means knowledge, wisdom. It is the plural of Marifah.",male
Maarij,مارج,"ascents, routes of ascent, stairs”, The 70th Surah of the Quran",male
Maarufi,مارفع,"Maarufi is an Arabic name for boys that means doer of good deeds, one who does what is appropriate and acceptable.",male
Maash,ماش,"livelihood, sustenance.",male
Maashar,ماشر,"Maashar is an Arabic name for boys that means group of people, folk, kinsfolk.",male
Maashir,ماشر,"Maashir is an Arabic name for boys that means communities, societies, folks, groups of people. It is the plural of Maashar.",male
Maasib,ماصعب,"Maasib is an Arabic name for boys that means masters, chiefs. It is the plural of Musab (not Musab).",male
Maatuq,ماطق,"Maatuq is an Arabic name for boys that means freed, freed from slavery.",male
Maawiya,ماوية,A young dog or fox (First Umayyad Khalifah),male
Maayish,مايسه,"Maayish is an Arabic name for boys that means livelihood, sustenance.",male
Maayush,مايسه,"Maayush is an Arabic name for boys that means alive, living, living well.",male
Maaz,ماذ,"Brave Man, A Friend Of Prophet Muhammad(PBUH)",male
Maazim,معازيم,"Maazim is an Arabic name for boys that means dignified, patient, enduring, resolved.",male
Maazin,مازن,Proper name,male
Maazir,مازر,Maazir is an Arabic name for boys that means excuses.,male
Maazur,مازر,"Maazur is an Arabic name for boys that means excused, blameless.",male
Maazuz,مزوز,"Maazuz is an Arabic name for boys that means strong, powerful, without dishonor.",male
Mabad,مابعد,"A place of worship, Many of the prominent people had this name including the companions ibn Khalid al-Juhanni and ibn-Hawzah RA.",male
Mabkhut,مبخوت,Profits,male
Mabruk,مبروك,"Blessed, prosperous,  Greeting.",male
Mabrur,مبرور,"Mabrur is an Arabic name for boys that means accepted into the grace of God, blessed, proper, right, valid.",male
Mad,مد,"Old Arabic name ,An old arabian tribe's name",male
Madan,مدن,"Name of the tutor of the family of Ziyad ibn Abih at Basrah and then at Kufah, he was called al-fil because of the elephant his master had given.",male
Madani,مدني,"Urban, civilized, modern, Of Madina",male
Madar,مدار,"Madar is an Arabic name for boys that means circuit, orbit, cycle.",male
Maddah,مادة,Like to praise,male
Lujain,لوجين,Lujain is an Arabic name for girls and less commonly for boys that means silver.,male
Luqman,لقمان,"Clear way, convincing, A Prophets name , The sage Luqman is the type of perfect wisdom",male
Lut,لوط,"A Prophet, He was related to Hazrat Ibrahim and was sent to Sodom.",male
Lutah,لوتاه,"Lutah is an Arabic name for boys that means intelligent, sensible, judicious.",male
Lutaif,لطيف,"Lutaif is an Arabic name for boys that means gentle, kind.",male
Lutf,لطف,"Bounty,Enjoyment, Kindness, friendliness, gentleness, grace, courtesy, favour (from Allah).",male
Lutf-ul-baari,لطفلبر,Kindness of the Creator.,male
Lutf-ur-rahman,لتفررهما,Favour of the All-merciful,male
Lutfan,لطفا,"Lutfan is an Arabic name for boys that means gentleness, kindness.",male
Lutfi,لطفي,"Kind and friendly, gentle, courteous",male
Lutful-bari,لطفلبر,Kindness of Al-Bari (The Creator),male
Lutfullah,لطفله,"Kindness of Allah, favour of Allah.",male
Lutfur-rahman,لتفررهما,"Lutfurrahman is an Arabic name for boys that means gentleness of God, kindness of God, meaning that the child named so is a gift from God and sign of Gods kindnss and mercy.",male
Luthf,لتحف,"Softness, Friendly, Fine",male
Luthfi,لتحفي,Soft,male
Luwaibid,لوبيد,Luwaibid is an Arabic name for boys that means little lion. It is the plural of Laabid.,male
Luwaih,لوائح,"Luwaih is an Arabic name for boys that means apparent, prominent. It also means one who glances.",male
Maabad,مابعد,"Maabad is an Arabic name for boys that means worship. It also means temple, place of worship.",male
Maad,معاد,An old Arabian Tribe's name.,male
Maadil,مادل,"Maadil is an Arabic name for boys that means road, way, method, creed.",male
Maadin,مادين,"Maadin is an Arabic name for boys metal, mineral.",male
Maadini,مادين,"Maadini is an Arabic name for boys that means metallic, made of metal.",male
Maadun,مادون,"Maadun is an Arabic name for boys that means inhabited, resided in, a place that is inhabited by people and is not in ruins.",male
Maahi,ماهي,Another name for Prophet Muhammad PBUH,male
Maajid,ماجد,"Glorious, honourable, generous, splended, Allahs attribute , Name Abdul Majid.",male
Maakuf,معقوف,"Maakuf is an Arabic name for boys that means a place where people stay overnight, especially describing a mosque where people stay overnight to worship God, as it is done by some people during the month of Ramadan.",male
Maalam,مالم,"Maalam is an Arabic name for boys that means milestone, road sign.",male
Maali,مالي,"Noble, sublime, Greatness, Excellency.",male
Maalik,مالك,"Owner, proprietor, master, an attribute applied to Allah Almighty , Name of a sahabi who took part in the battle of badr , Name of great jurist and scholar of Hadith.",male
Maamuri,مامور,"Maamuri is an Arabic name for boys that means inhabited, built up. It is an attribution to Maamour.",male
Khadeer,خضير,Green or green crop (connoting freshness and innocence),male
Khadim,خادم,"Servant, attendant",male
Khadin,خدين,Best Friend,male
Khafid,خفيض,"Easy, comfortable, smooth",male
Khafif,خفيف,"Khafif is an Arabic name for boys that means nimble, lively, agile, clever.",male
Khafiz,كحافز,"Easy, comfortable, smooth, also a name of Allah Al-Khafid meaning one who humbles, The Abaser, hence Abdul Khafid.",male
Khailad,خالد,"Khailad is an Arabic name for boys that means immortal, eternal.",male
Khair,خير,"Good, blessing, boon, wealth, benevolent, fortune.",male
Khair-al-din,خيرالدين,Goodness of the faith,male
Khairaan,خيران,Goodness,male
Khairat,خيرات,"Blessings, good work, good deeds.",male
Khairi,خير,"Charitable, Beneficent,Good",male
Khairuddin,خردن,Boon of religion (Islam).,male
Khairudeen,خرد,The good of the Faith,male
Khairul-bashar,خيرعلبشر,"Best of mankind, an epithet of the Prophet Muhammad.",male
Khairullah,خيرلله,Goodness from Allah,male
Khairy,خيري,"Charitable, beneficent.",male
Khaista,خاصتا,Beautiful.,male
Khak,خاك,"Sand / dirt, used to denote humbleness.",male
Khalaf,خلاف,"Descendent, Successor, heir.",male
Khalaf-hasan,خلفهسا,Successor of Hasan.,male
Khalam,كحلم,Servent to Allah,male
Khaldan,خالدا,"Khaldan is an Arabic name for boys that means immortal, eternal.",male
Khaldoon,خلدون,"Implies eternity ,Old Arabic name ,Name of a famous Muslim philosopher, historian & social scientist.",male
Khaldun,خلدون,"Implies eternity ,Old Arabic name ,Name of a famous Muslim philosopher, historian & social scientist.",male
Khaled,خالد,"Eternal, glorious, Variant transcription of KHALID",male
Khaleed,خليد,Abiding,male
Khaleef,خليف,"Khaleef is an indirect Quranic name for boys and girls. It means successor (synonym of Khaleefa), heir, a road that goes between two mountains, or any path that is found in the mountains, including paths through which water flows. It is derived from the Kh-L-F root which is found in many locations in the Quran.",male
Khaleefa,خليفة,"Khaleefa is a direct Quranic name for boys and girls. It means heir, successor, agent, deputy, trustee, and the Quran uses it to refer to all humanity, since humans are Gods agents, successors and representatives on Earth as is mentioned in the Quran.",male
Khaleel,خليل,"Beautiful, good friend",male
Minbarah,منبره,"Minbarah is an Arabic name for girls that means pulpit, dais, stage, platform.",female
Minha,منها,Grant,female
Minhal,مِنْهَال,"Generous, Honorable.",female
Minnah,منه,"Kindness, grace, blessing.",female
Minnat,معينة,"Prudent, wise, a sword of the Prophet Muhammad",female
Minnatullah,منتلله,"Minnatullah is an Arabic name for girls that means Gods bounty, Gods blessing, thus meaning gift from God.",female
Minoo,منو,"Paradise, heaven.",female
Minudokht,ميندوخة,"Minudokht is a Persian name for girls that means heavenly girl, girl from Paradise, figuratively meaning extremely beautiful.",female
Miraal,ميرال,Gazelle,female
Mirah,ميره,"Provisions, supply",female
Mirsalah,مرسله,"Mirsalah is an Arabic name for girls that means message-bearer, messenger.",female
Mirwaa,مروا,Mirwaa is an Arabic name for girls that means beautiful.,female
Misaal,مثال,"Example, copy.",female
Misaq,ميثاق,"Agreement, covenant, contract, pact.",female
Misba,معصبة,Innocent,female
Misbahah,مصباحه,Misbahah is an Arabic name for girls that means lamp. It is the feminine form of Misbah.,female
Misha,ميشا,"Beautiful, Pretty",female
Mishaali,ميشال,"Mishaali is an Arabic name for girls that means kindler, lighter, one who lights or kindles a fire or lamp.",female
Mishael,ميشال,"Torch, light",female
Mishal,ميشال,"Torch, light",female
Mishall,ميشال,"A light, beautiful, pretty",female
Mishel,ميشيل,A Light,female
Mishkat,مشكاة,"Mishkat is a direct Quranic name for boys and girls that means means niche, which is a shallow recess in a wall that contains a lantern (it is like a shelf to put lanterns on, but the shelf is embedded inside the wall). The word Mishkat is used in the Quran in verse 24:35:",female
Miskah,مسكه,Piece of musk.,female
Miskeenah,مسكينه,Humble,female
Miskiyyah,مسكية,Miskiyyah is an Arabic name for girls that means like musk (one smells good like musk). It is a feminine attribution to Misk.,female
Misriyyah,مصريه,Misriyyah is an Arabic name for girls that means Egyptian. It is an attribution to Misr (Egypt).,female
Mitra,مترا,"Mitra is a Persian name for girls that means the Sun, it can also mean promise.",female
Mizn,مزن,"Cloud and Rain.Mizn is direct Quranic name for boys and girls that means white cloud, rain-bearing cloud and rain. It is a common, though non-Standard, pronunciation of the name Muzn. BLANKENTER This word is used in the Quran in Surat al-Waqiah (chapter 56 of the Quran)",female
Mizna,ميزنا,"Cloud and Rain. Mizna is an indirect Quranic name for girls that means white cloud, rain-bearing cloud, rain. It is a common, though non-Standard, pronunciation of the name Muzna. Mizna is derived from the M-Z-N root which is used in the Quran in 56:69.",female
Madeeh,ماضيه,Madeeh is an Arabic name for boys that means praise.,male
Madhat,مدحت,"Praise, lauding, eulogy..",male
Madiar,مدير,"Madiar is a Persian name for boys that means mothers helper, mothers companion, a son who helps his mother and stays with her.",male
Madih,ماضيه,"Praised, commendable.",male
Madiyan,ماديين,Name of place in Saudi Arabia,male
Madkhal,مدخل,"Madkhal is an Arabic name for boys that means entrance, entry, admittance, access.",male
Madyan,مدين,Name of a holy place in Saudi Arabia where the Prophet (PBUH) used to visit,male
Maeesh,ميش,"Maeesh is an Arabic name for boys that means life, lifetime, livelihood.",male
Maen,من,"Examine closely, accept the truth.",male
Mafakhir,مفاخر,"Mafakhir is an Arabic name for boys that means glorious deed, glorious trait, object of pride, something that people are proud of. It is the plural of Mafkharah.",male
Mafaz,مافاز,Successful,male
Maftuh,مفتوح,"For whom the doors of good things are open, one whose heart is open to goodness, literally meaning open / free.",male
Magbul,مجبول,"Acceptable, Getable, Ease able",male
Magdi,مجدي,Glory,male
Maghayis,مغيث,Maghayis is an Arabic name for boys that means rainfalls. It is the plural of Maghyas.,male
Maghazi,مغازي,"Maghazi is an Arabic name for boys that means essence, intent, content, significance, gist. It is the plural of Maghzaa.",male
Magid,مجيد,Glorious,male
Mahaad,معهد,"Mahaad is an indirect Quranic name for boys that means bringer of ease, one who comforts others, one who makes things even and uniform. It is derived from the M-H26-D root which is used in many places in the Quran.",male
Mahad,محد,"Great, nice",male
Mahal,محل,"Mahal is an Arabic name for boys that means lenient, forbearing.",male
Mahaz,ماهز,The place of war,male
Mahbeer,محبر,Brave,male
Mahbub,محبوب,"Beloved,Dear, Darling, Sweetheart, Loved and liked",male
Mahbub-ullah,محبوبلله,Beloved of Allah.,male
Mahbur,محبر,"Mahbur is an Arabic name for boys that means blessed, living in luxury.",male
Mahd,مهد,The guided one,male
Mahdi,مهدي,Guided to the right path,male
Mahfooz,محفوظ,"Kept safe, guarded, secure, memorized, Protected",male
Mahfoozh,محفوظه,"(Mahfooz), Secured, protected, safe.",male
Mahfoud,محفوظ,protected,male
Mamdouh,ممدوح,"One who is commended, Praised, Glorified",male
Mamdud,ممدود,"Mamdud is an Arabic name for boys that means extensive, great, outspread, expanded.",male
Mamduh,ممدوح,"One who is commended, praised, glorified",male
Mamnoon,ممنون,Trustworthy,male
Mamoon,مامون,"Trustworthy, honest, faithful, reliable, something about which one feels secure, fearless",male
Mamun,ممن,"Trustworthy, Trusted, reliable",male
Mamur,مامور,"Prosperous, Inhabited",male
Man,من,"Benefit, Assistance",male
Manaf,مناف,Abd Manaaf: an ancestor of the Prophet Muhammad.,male
Manafi,منافي,Manafi is an Arabic name for boys that means benefits.,male
Manal,منال,Successful,male
Manar,منار,"radiant, brilliant, literally meaning one who is like a lighthouse.",male
Manari,منار,"radiant, brilliant, literally meaning one who is like a lighthouse.",male
Manazir,مناظير,"Manazir is an Arabic name for boys that means radiant place, flourishing place.",male
Mandhur,منظور,"Vowed, consecrated to God",male
Maneeh,منيح,"Maneeh is an Arabic name for boys that means generous, giving.",male
Manha,منها,Gift of Allah.,male
Manhal,منهل,"Fountains, spring of salubrious water.",male
Mani,ماني,"Strong, secure, well-fortified, unconquerable.",male
Mannan,منا,"Benevolent, Bountiful, Generous, An attribute of Allah Almighty",male
Mansar,منصر,"Mansar is an Arabic name for boys that means support, advocacy, backing.",male
Mansha,منشا,"Resolution, accord, wish.",male
Manshoor,منشور,"Prism, manifesto, law, principal.",male
Manshur,منشور,"Winner, Helped",male
Mansoor,منصور,"Victorious, Assisted, aided (by God), victorious, triumphant.",male
Mansoor-uddin,منصوردن,Victorious in religion (Islam).,male
Mansoorah,منصوره,"Aided, protected, defended, victorious, conquering, triumphant, succored.",male
Mansour,منصور,"Aided (by God), Victorious, One who triumphs",male
Mansur,منصور,"Divinely aided, victorious, Triumphant",male
Mansur-uddin,منصوردن,Victorious in religion (Islam),male
Mugheesah,مغزاه,One who helps.,female
Mughirah,مغيره,"Mughirah is an Arabic name for boys that means attacker, raider.",female
Mughithah,مغذيه,"Mughithah is an Arabic name for girls that means savior, rescuer.",female
Muhairah,مهيره,"Muhairah is an Arabic name for girls that means skilled, talented.",female
Muhajira,مهاجرة,"Muhajirah is an indirect Quranic name for girls that means one who avoids, one who leaves something/somewhere, and when used as a name it means one who avoids sins, one who leaves bad things alone (doesnt engage in them), one who leaves the world alone (is not greedy). Muhajirah also means one who performs Hijrah, whic",female
Muhandamah,مهندمة,"Muhandamah is an Arabic name for girls that means pretty, good-looking.",female
Muhannaa,مهناء,"Muhannaa is an Arabic name for girls that means congratulated, well greeted, given good tidings.",female
Muhannadah,مهندة,"Muhannadah is the feminine form of Muhannad, which refers to a type of ancient sword that was famed for its quality.",female
Muhannah,مهنة,"Muhannah is an Arabic name for girls that means congratulated, well greeted, given good tidings.",female
Muhariba,محاربة,"Fighter, one who entangles.",female
Muhassanah,محاسنه,"Muhassanah is an Arabic name for girls that means beautified, improved.",female
Muhassinah,محاسنه,"Muhassinah is an Arabic name for girls that means beautifier, improver.",female
Muhayya,محييا,"Countenance, face, look.",female
Muhdah,موحدة,"Muhdah is an Arabic name for girls that means plain, flat land.",female
Muhibbah,موهبه,Loving,female
Muhibbat,موهبة,Muhibbat is an Arabic name for girls that means one who loves [someone or something]. It is the plural of Muhibah.,female
Muhizzat,مهزة,"Muhizzat is the Turkish form of the Arabic name Muhizzah which means gracious, extra generous, extra honorable, one who is ahead of others when it comes to generosity and honor. It is used for both boys and girls.",female
Muhja,مهجة,"Hearts blood, soul",female
Muhjaa,مهجة,"Muhjaa is an Arabic name for girls that means blood, heart, soul.",female
Muhjah,مهجه,"Hearts blood, soul.",female
Muhjidaa,مهجدة,"Muhjidaa is an Arabic name for girls that means one who puts someone to sleep, such as a mother who puts her child to sleep.",female
Muhlah,محله,"Muhlah is an Arabic name for girls that means leniency, forbearance.",female
Muhra,مهرة,"Filly, a female pony.",female
Muhsina,محسنة,"Feminine form of Arabic Muhsin, meaning 'beneficent.'",female
Muhsinah,محسنه,"Charitable and kind, benevolent, a patron.",female
Muhtaramah,محترمه,"Muhtaramah is an Arabic name for girls that means respected, honored.",female
Muhtarimah,محترمه,"Muhtarimah is an Arabic name for girls that means one who respects others, one who honors others.",female
Muida,موضة,"Reviser, teacher, fem. of Muid.",female
Muiddah,موضه,Muiddah is an Arabic name for girls that means preparer.,female
Muizza,ميزة,"The empowerer, the honourer, the strengthener",female
Mahfuj,محفوج,"The Protected One, The Protector",male
Mahfuz,محفوظ,"Safeguarded, preserved, secure, protected by Allah",male
Mahfuzh,محفوظه,"Taken care of, Protected",male
Mahfuzur-rahman,محفوظررهما,Protected of the Beneficent,male
Mahiar,مهيار,"Mahiar is a Persian name for boys that literally means friend of the moon, one who has the moon with himself, figuratively meaning handsome, radiant, and possibly blessed, fortunate.",male
Mahib,مهيب,"Majestic, dignified, magnificent.",male
Mahid,مهيد,"Another name for Allah, one who preaches",male
Mahiib,مهيب,"Authorized, Respectful",male
Mahir,ماهر,"Skilled, skilful, proficient, experienced, Clever, Genius",male
Mahja,مهجة,"Place to sleep, quarters, lodgings",male
Mahjan,محجن,"Mahjan is an Arabic name for boys that means pure, flourishing, blooming.",male
Mahjoob,محجوب,"Hidden, Covered",male
Mahjub,محجوب,"Hidden, covered, screened, Concealed, veiled",male
Mahmand,ماهمند,"Mahmand is a Persian name for boys that means beloved, good-looking, flawless. It is formed from the word mah (moon, beauty, perfection) and the suffix mand (possessor of).",male
Mahmood,محمود,"Praised, commendable, praiseworthy.",male
Mahmoud,محمود,"The praised one, commendable, also the variation of the name (Muhammad)",male
Mahmud,محمود,"The Praised One, Variation Of The Name (Muhammad)",male
Mahmud-un-nabi,محمدننب,Praised by the Prophet (pbuh),male
Mahomet,مهمة,"Variant transcription of MUHAMMAD ( ) Means ""praiseworthy"".",male
Mahroof,محرف,Famous,male
Mahrus,محروس,"Protected (by Allah), Guarded, secured.",male
Mahshid,محشيد,undefined,male
Mahsub,محسوب,"Mahsub is an Arabic name for boys that means measured, quantified.",male
Mahsum,محسوم,"Mahsum is an Arabic name for boys that means decided, determined, resolved, settled.",male
Mahsun,محسن,"Mahsun is an Arabic name for boys that means beautified, improved.",male
Mahtab,مهتاب,"Moon, moonlight.",male
Mahud,محد,"Another name for Allah, one who is worshipped",male
Mahul,محول,"Mahul is an Arabic name for boys that means leniency, forbearance.",male
Mahum,لتي,"Gentle, kind, pleasant, friendly",male
Mahwash,ماهوش,Having a face as beautiful as the moon,male
Muawidah,موضه,Muawidah is an Arabic name for girls that means one who returns.,female
Muawwazah,موزه,"Muawwazah is an Arabic name for girls that means one given restitution, one given something in place of something he lost.",female
Muawwizah,موزه,"Muawwizah is an Arabic name for girls that means giver of restitution, one who gives something to someone in place of something that person lost.",female
Muayadah,مياده,"Muayadah is an Arabic name for girls that means return, resurgence. In colloquial Arabic it means to celebrate Eid, to give Eid greetings.",female
Muayyadaa,ميداء,"Muayyadaa is an Arabic name for girls that means supported, backed. It is a variant of Muayyadah.",female
Muayyadah,مياده,"Muayyadah is an Arabic name for girls that means supported, backed.",female
Muayyah,مياه,"Muayyah is an Arabic name for girls that literally means one who howls, from the root AIN-W-A (to howl), and it refers to female dogs and the cubs of foxes, lions, and other animals. It is the diminutive form of the Sahabi name Muawiyah.",female
Muayyidah,معايده,"Muayyidah is an Arabic name for girls that means supporter, backer, advocate.",female
Muazah,موزه,Daughter of Abdullah al-Adowiyah was a narrator of Hadith.,female
Muazza,ماذا,"Elevated, exalted.",female
Muazzama,معظم,"Exalted, respected, glorified, fem. of Muazzam.",female
Muazzaz,معزز,"Powerful, strong",female
Muazzirah,معاذيره,"Muazzirah is an Arabic name for girls that means supporter, helper.",female
Mubaraka,مباركا,"Blessings, lucky, fortunate, , auspicious,",female
Mubashshira,مباششرا,Bringer of good News,female
Mubdia,مبديا,"Smart, Creative and Innovative.",female
Mubin,مبين,"Clear, plain, distinct, manifest.",female
Mubina,مبينا,"Distinct , Clear, Manifest, One who clarifies",female
Mudassira,مدثر,"Mudassira is an indirect Quranic name for girls. It is an easier pronunciation of Mudathira, used by both Arabs and non-Arabs. You can use either Mudassira or Mudathira, whichever you like, it doesnt affect the meaning. For more details please see the main name Mudathira.",female
Mudathira,مدثر,"Mudathira is an indirect Quranic name for girls that means clothed, enveloped in garments, or dressed (in a particular way, mudathira fi burdatun sawdaaun means dressed in a black garment). Mudathira is derived from the D-TH-R root which is used in chapter 74 of the Quran.",female
Mueena,معينة,"Caring, Guardian and Protector",female
Mueenah,معينه,"An assistant, a helper, an aiding.",female
Mueerah,ميره,The sister of Hajjaj bin Hassan al-Jamimi had this name.,female
Mueidah,موضه,"Mueidah is an Arabic name for girls that means skilled, experienced, sagacious.",female
Mufazzalah,موفازلة,"Beneficial, advantageous, favourable, useful, profitable, A poetess of the past had this name..",female
Mufazzilah,موفازلة,"Mufazzilah is an Arabic name for girls that means extremely honorable, extremely generous.",female
Mufiah,معفية,"Obedient, compliant",female
Mufida,مفيدة,"Beneficial, advantageous, favorable, useful, profitable",female
Mufizah,موفيزة,"Mufizah is an Arabic name for girls that means one from whom much good comes, one who is extremely generous and kind.",female
Mufliha,مفلح,"Successful, prosperous.",female
Mujahida,مجاهدة,"One who struggles or strives , one who struggles in the service of Allah.",female
Mujeedah,مجيدة,Mujeedah is an Arabic name for girls that means gracious.,female
Mujiba,مجيبا,"Responder”, Answerer”, a person who answers other’s calls for help.",female
Mujiddah,مجيدة,"Mujiddah is an Arabic name for girls that means conscientious, striving, struggling.",female
Mujillah,مجلة,"Mujillah is an Arabic name for girls that means great, strong, powerful.",female
Mujirah,مجراه,"Rescuer, savior, protector.",female
Mujtahidah,مجتهده,"Mujtahidah is an Arabic name for girls that means striver, struggler.",female
Mukafat,موقفة,"Mukafat is an Arabic name for boys and girls that means reward, recompense.",female
Mukai,موقع,Heroine of Famous Folk Legend (Gul Makai).,female
Mukarrama,مكرمة,"Honoured, revered, honourable, fem. of Mukarram.",female
Mukarramah,مكرمه,"Mukarramah is an Arabic name for girls that means respected, honored. It is one of the titles of the city of Mecca.",female
Mukawwinah,مكونه,"Mukawwinah is an Arabic name for girls that means creator, builder, one who puts something together.",female
Mukhallisah,مخلصه,"Mukhallisah is an Arabic name for girls that means purifier, selector, picker, chooser.",female
Mukhlasah,مخلصه,"Mukhlasah is an Arabic name for girls that means chosen, selected, purified.",female
Mukhlisa,مخلصة,"Devoted, faithful, pure-hearted.",female
Mukhlisah,مخلصه,"Devoted, faithful",female
Mukhtarah,مختاره,"Mukhtarah is an Arabic name for girls that means chosen, fine, superior, excellent.",female
Mulan,مولان,"Gentle, soft.",female
Mulayka,مليكة,"Diminutive of Malaka, angel.",female
Mulhah,ملحه,"Mulhah is an Arabic name for girls that means witty and charming speech, quip, witticism.",female
Mulhat,ملحة,"Mulhat is the Turkish form of the Arabic girl name Mulhah which means witty and charming speech, quip, witticism.",female
Mulook,ملوك,"Pl. of Malik, king.",female
Mulukah,ملوكه,Mulukah is an Arabic name for girls that means queen. It the feminine form of Muluk.,female
Mumayyaz,مميز,Distinguished,female
Mumtaz,ممتاز,"Distinguished, superior, outstanding.",female
Mumtaza,ممتازة,Fem. of Mumtaz.,female
Mumtazah,ممتازه,"Mumtazah is an Arabic name for girls that means excellent, exceptional, splendid.",female
Muna,مونى,"Wish, Desire.",female
Munaam,منام,"Benefit, Blessings and Profit",female
Munadiyah,مناديه,"Munadiyah is an Arabic name for girls that means caller, one who calls someone by name.",female
Mandegar,مندجر,"Mandegar is a Persian name for girls that means everlasting, eternal.",female
Maneehah,منيحه,"Maneehah is an Arabic name for girls that means something given as a gift, gift from God.",female
Manel,منيل,present,female
Manfoosah,منفصة,"She was the daughter of Abu Yazid bin Abu al-FAwaris a very pious woman, she wept often for fear of Allah.",female
Manha,منها,Gift of Allah.,female
Manhal,منهل,"Fountains, spring of salubrious water.",female
Manhalah,منحلة,"Spring, Name of many Arab women",female
Manhiyyah,منهية,"Manhiyyah is an Arabic name for girls that generous, giving.",female
Manizha,منزهة,"Epic, A character in the Shahnameh (Poem by Ferdowsi)",female
Manja,مانجا,"Manja is an Arabic name for girls that means place of rescue, place of safety.",female
Mann,من,"Gift, present, favour, benefit, boon.",female
Mannana,مننا,"Bountiful, generous, fem. of mannan.",female
Mannat,منت,Prayer,female
Manolya,مينليا,Magnolia Flower,female
Mansoora,منصور,"Assisted, victorious",female
Mansurah,منصوره,"Supporter, victorious",female
Manusriyyah,منصرية,"Mansuriyyah is an Arabic name for girls that means victor, triumphant.",female
Manzoora,منظورة,"Approved of, chosen, promising, fem. of Manzoor.",female
Manzuma,منظومة,Poem or song,female
Manzurah,منظوره,"Manzurah is an Arabic name for girls that means seen, visible. It also means anticipated, foreseen, expected.",female
Maqbulah,مقبوله,"Accepted, approved, especially a prayer that has been accepted by God.",female
Maqsooda,مقصودة,"Intended, destined.",female
Maqsurah,مقصوره,Maqsurah is an Arabic name for girls that means one who lives in ease and luxury.,female
Maraam,مرام,Aspiration,female
Marab,مارب,"Wish, desire, purpose, use, aim, sing. of Marib.",female
Marah,مره,"Happiness, Laughter, Joy and Delight",female
Maram,مرام,"Wish, desire, aspiration.",female
Maranat,مرنة,"Gentleness, softness.",female
Mardhiah,مرضيه,One who is loved and respected by all,female
Mareekh,مريخ,"Mareekh is an Arabic name for boys and girls that is a synonym of Murdasanj , which is a chemical that was used in Medieval times in alchemy and medicine. In English it is known as lead monoxide (chemical formula PbO).",female
Muntahi,منتهي,"Muntahi is an Arabic name for boys that means one who has arrived, one who has reached his goal or destination.",female
Muntasiriyyah,منتصرية,"Muntasiriyyah is an Arabic name for girls that menas winning, victorious. It is an attribution to Muntasir.",female
Muqadaas,مقدس,"Holy, Pure",female
Muqadas,مقدس,Holy,female
Muqaddasa,مقدسة,"Sacred, holy.",female
Muqaddasah,مقدسة,"Holy, sacred.",female
Muqbala,مقبلة,"This was the name of a narrator of Hadith, daughter of Ali al-Bazzaz.",female
Muqbalah,مقبله,Name of a narrator of Hadith,female
Muqla,لاريب,Without a doubt,female
Muradat,مرضت,"Muradat is an Arabic name for girls that means beloved, desired, wished for.",female
Muraihah,مريحه,"Muraihah is an Arabic name for girls that means liveliness, joyfulness. It is the feminine form of Muraih, which is the diminutive form of Marah.",female
Muraziyah,مريزية,"Muraziyah is an Arabic name for girls that means one who gains the approval of another person, one who causes someone to be satisfied.",female
Murdiyyah,مرضيه,"(Murzyah) Chosen, liked, approved, desirable, pleasing, laudable, favorite.",female
Muridah,مريضه,"Muridah is an Arabic name for girls that means seeker, desirous. In Sufi literature it refers to the first rank of a student of Sufism.",female
Muriha,مريحة,"Restful, soothing.",female
Murihah,مريحه,"Murihah is an Arabic name for girls that means gentle, lenient, literally meaning one who causes others to be relaxed.",female
Mursalah,مرسله,"Mursalah is an Arabic name for girls that means message-bearer, messenger, one who carries a message.",female
Murshida,مرشدة,"Leader, guide, adviser, counsellor, fem. of Murshid.",female
Murshidaa,مرشدا,Murshidaa is an Arabic name for girls that means one who guides others to the right path. It is a variant of Murshidah.,female
Murshidah,مرشده,Guide,female
